20, 24.35, -1, 24926
20, 23.68, 0, 24933
20, 23.73, -1, 24931
20, 23.65, 0, 24936
20, 25.17, -3, 24939
20, 25.16, -3, 25235
20, 25.16, -3, 24940
20, 25.67, -3, 24941
20, 25.68, -3, 24941
20, 25.63, -3, 24939
55, 25.38, 9, 25010
55, 25.31, 9, 25011
55, 25.25, 9, 25010
55, 25.12, 9, 25009
55, 25.30, 9, 25011
55, 25.08, 9, 25010
20, 26.61, 9, 24950
20, 26.98, 8, 24950
20, 27.04, 6, 24950
20, 26.94, 8, 24949
55, 27.25, 8, 25006
55, 27.39, 8, 25010
55, 27.33, 8, 25006
55, 27.37, 8, 25008
55, 27.40, 8, 25010
55, 27.36, 3, 24988
55, 27.39, 7, 25004
55, 27.44, 8, 25010
55, 27.37, 8, 25006
55, 27.37, 8, 25006
55, 27.43, 8, 25008
55, 27.00, -2, 24940
55, 27.73, 7, 25012
55, 28.33, 7, 25004
55, 27.64, 8, 25012
55, 27.51, 7, 25011
55, 27.43, 8, 25010
55, 27.40, 8, 25010
55, 26.48, 1000, 2500443
55, 26.50, 955, 2500499
55, 26.43, 893, 2500322
55, 26.46, 923, 2500337
55, 26.46, 876, 2500262
55, 26.45, 954, 2500074
55, 26.48, 941, 2500350
55, 26.44, 922, 2500137
55, 26.49, 893, 2499881
55, 26.51, 867, 2500358
55, 26.58, 856, 2500385
55, 26.55, 801, 2500053
55, 25.89, 625, 2492880
55, 25.74, 907, 2499361
55, 25.47, 886, 2500116
55, 25.48, 831, 2499990
55, 25.50, 912, 2499827
55, 25.51, 948, 2500195
55, 25.53, 946, 2500220
55, 25.51, 897, 2500539
55, 25.45, 937, 2499963
55, 25.50, 915, 2499982
55, 25.55, 848, 2499889
55, 25.55, 840, 2500113
55, 25.52, 806, 2499888
55, 25.45, 945, 2500376
55, 25.36, 833, 2499894
55, 25.45, 868, 2500116
55, 25.40, 861, 2500047
55, 24.95, 835, 2499853
55, 24.96, 868, 2499956
55, 24.94, 887, 2499762
55, 24.89, 913, 2500207
55, 24.83, 828, 2499869
55, 24.80, 889, 2499568
55, 24.81, 818, 2499596
55, 24.85, 861, 2499811
55, 24.79, 858, 2499568
55, 24.88, 894, 2499986
55, 24.85, 863, 2499945
55, 24.83, 899, 2499854
55, 24.75, 1039, 2500019
55, 24.74, 1032, 2500091
55, 24.73, 949, 2500009
55, 24.73, 1030, 2500090
55, 24.70, 915, 2499839
55, 24.70, 1032, 2500020
55, 24.62, 1016, 2499813
55, 24.64, 932, 2500037
55, 24.66, 1028, 2500024
55, 24.72, 1028, 2500237
55, 24.65, 1025, 2499974
55, 24.63, 1020, 2499787
55, 24.65, 1026, 2499936
55, 24.59, 1019, 2499854
55, 24.64, 1011, 2499935
55, 24.62, 1020, 2499748
55, 24.61, 1012, 2499873
55, 24.61,  928, 2499892
55, 24.61, 1030, 2499904
55, 24.61,  937, 2499960
55, 24.60,  919, 2499779
55, 24.64, 1024, 2500054
55, 24.64, 1034, 2499954
55, 24.57, 1014, 2499629
55, 24.61,  946, 2499866
55, 24.60, 1043, 2499828
55, 24.57, 1020, 2499885
55, 24.58,  924, 2499660
55, 24.63, 1043, 2499773
55, 24.66,  933, 2499805
55, 24.65, 1047, 2500062
55, 24.62, 1028, 2499819
55, 24.65, 1029, 2499831
55, 24.71, 1021, 2499881
55, 24.77, 1022, 2499812
55, 24.78, 1026, 2499943
55, 24.80, 1033, 2500024
55, 24.75,  924, 2499955
55, 24.75, 1030, 2499892
55, 24.75, 1021, 2499704
55, 24.70,  930, 2499747
55, 24.68, 1015, 2499916
55, 24.64,  924, 2499704
55, 24.63,  918, 2499685
55, 24.58, 1019, 2499767
55, 24.59, 1035, 2499723
55, 24.58, 1036, 2499724
55, 24.54, 1031, 2499799
55, 24.54, 1027, 2499655
55, 24.56, 1039, 2499892
55, 24.47, 1009, 2499624
55, 24.52,  928, 2499674
55, 24.55,  927, 2499743
55, 24.53, 1031, 2499656
55, 24.52, 1009, 2499593
55, 24.49, 1015, 2499724
55, 24.50, 1039, 2499942
55, 24.45, 1028, 2499905
55, 24.41, 1020, 2499706
55, 24.44,  942, 2499818
55, 24.45,  931, 2499686
55, 24.50, 1023, 2499773
55, 24.55, 1038, 2499795
55, 24.60, 1035, 2499651
55, 24.65,  936, 2499789
55, 24.70, 1045, 2499994
55, 24.68, 1021, 2499931
55, 24.69, 1042, 2499975
55, 24.60, 1030, 2500000
55, 24.51,  936, 2499738
55, 24.51,  938, 2499707
55, 24.51, 1048, 2500013
55, 24.42, 1028, 2499670
55, 24.45, 1020, 2499733
55, 24.41, 1017, 2499640
55, 24.44,  932, 2499764
55, 24.41,  938, 2499721
55, 24.37, 1034, 2499940
55, 24.38,  941, 2499865
55, 24.38, 1025, 2499746
55, 24.43, 1044, 2499934
55, 24.43, 1038, 2499827
55, 24.47,  950, 2499896
55, 24.48,  931, 2499677
55, 24.52, 1019, 2499721
55, 24.56, 1043, 2499853
55, 24.60, 1032, 2499960
55, 24.58,  925, 2499659
55, 24.56,  948, 2499927
55, 24.53, 1036, 2499790
55, 24.47, 1039, 2499852
55, 24.45, 1032, 2499808
55, 24.53, 1015, 2500365
55, 24.41, 1030, 2499734
55, 24.44, 1036, 2499703
55, 24.42, 1045, 2499909
55, 24.37, 1037, 2499871
55, 24.35, 1028, 2499740
55, 24.30,  930, 2499709
55, 24.35, 1028, 2499747
55, 24.35,  941, 2499790
55, 24.36, 1040, 2499940
55, 24.38, 1037, 2499902
55, 24.40,  943, 2499902
55, 24.44, 1042, 2499858
55, 24.44,  927, 2499495
55, 24.44, 1027, 2499595
55, 24.46,  930, 2499639
55, 24.45, 1048, 2499720
55, 24.42,  927, 2499589
55, 24.44, 1034, 2499795
55, 24.43, 1019, 2499607
55, 24.37, 1017, 2499669
55, 24.41, 1031, 2499844
55, 24.37, 1023, 2499631
55, 24.34, 1019, 2499631
55, 24.38, 1031, 2499719
55, 24.38,  935, 2499563
55, 24.42, 1037, 2499632
55, 24.40, 1029, 2499583
55, 24.40, 1034, 2499639
55, 24.44,  931, 2499590
55, 24.46, 1023, 2499709
55, 24.47, 1033, 2499752
55, 24.41, 1031, 2499733
55, 24.40, 1031, 2499733
55, 24.38, 1040, 2499777
55, 24.37, 1041, 2499660
55, 24.37, 1040, 2499729
55, 24.46,  949, 2499817
55, 24.37, 1045, 2499730
55, 24.32, 1034, 2499755
55, 24.31, 1039, 2499793
55, 24.36, 1028, 2499643
55, 24.42,  932, 2499656
55, 24.37, 1039, 2499688
55, 24.44,  916, 2499412
55, 24.46,  932, 2499780
55, 24.50, 1042, 2499842
55, 24.53, 1031, 2499810
55, 24.55,  930, 2499717
55, 24.52, 1018, 2499793
55, 24.47,  933, 2499880
55, 24.48,  947, 2499848
55, 24.47, 1048, 2499898
55, 24.45, 1031, 2499879
55, 24.35, 1017, 2499760
55, 24.36, 1028, 2499947
55, 24.37, 1029, 2499903
55, 24.37,  945, 2499860
55, 24.46,  946, 2499991
55, 24.46, 1012, 2499703
55, 24.54, 1025, 2499953
55, 24.57, 1025, 2499934
55, 24.62, 1031, 2500003
55, 24.59,  944, 2499847
55, 24.62, 1019, 2499872
55, 24.62,  940, 2499971
55, 24.61, 1019, 2499977
55, 24.61,  931, 2500020
55, 24.45, 1031, 2500027
55, 24.49, 1037, 2499902
55, 24.52, 1066, 2500177
55, 24.49, 1015, 2499671
55, 24.51, 1021, 2499952
55, 24.51, 1033, 2500076
55, 24.53, 1018, 2499957
55, 24.61, 1031, 2499882
55, 24.68, 1037, 2500164
55, 24.62,  937, 2499926
55, 24.71,  940, 2499913
55, 24.66, 1036, 2499944
55, 24.66,  939, 2499981
55, 24.61, 1024, 2499794
55, 24.63, 1033, 2499932
55, 24.60, 1030, 2499969
55, 24.65, 1051, 2499975
55, 24.64, 1026, 2499894
55, 24.67,  945, 2499981
55, 24.70,  932, 2499868
55, 24.69,  939, 2499830
55, 24.75,  925, 2499886
55, 24.80, 1029, 2499993
55, 24.74, 1025, 2499924
55, 24.80, 1029, 2500098
55, 24.67, 1013, 2499736
55, 24.67, 1016, 2499792
55, 24.66, 1024, 2499787
55, 24.71,  922, 2499700
55, 24.78, 1024, 2499912
55, 24.77, 1028, 2499830
55, 24.76, 1033, 2499843
55, 24.75, 1012, 2499625
55, 24.69, 1030, 2499869
55, 24.67, 1020, 2499795
55, 24.70, 1037, 2499913
55, 24.66,  923, 2499782
55, 24.68, 1019, 2499801
55, 24.72, 1015, 2499682
55, 24.81, 1009, 2499825
55, 24.84, 1010, 2499743
55, 24.89, 1049, 2500024
55, 24.87, 1012, 2499693
55, 24.85, 1030, 2499948
55, 24.91, 1034, 2500035
55, 24.88, 1021, 2499854
55, 24.79,  919, 2499648
55, 24.80, 1033, 2499860
55, 24.84, 1033, 2500072
55, 24.85,  938, 2499934
55, 24.82, 1019, 2499810
55, 24.86, 1022, 2499916
55, 24.96, 1040, 2499979
55, 24.99,  930, 2499941
55, 24.96,  918, 2499816
55, 25.00, 1037, 2500166
55, 25.05, 1042, 2500122
55, 24.98, 1013, 2499772
55, 24.94, 1015, 2499784
55, 24.92, 1016, 2499740
55, 24.93, 1037, 2499908
55, 24.90,  937, 2499764
55, 24.93, 1038, 2499933
55, 24.89, 1025, 2499977
55, 24.96, 1029, 2500083
55, 25.00,  944, 2499889
55, 25.02,  944, 2499952
55, 25.01, 1038, 2499882
55, 25.00,  943, 2499932
55, 25.00, 1036, 2499976
55, 25.02, 1002, 2499819
55, 24.99, 1023, 2499944
55, 24.98, 1037, 2500057
55, 24.90,  939, 2499794
55, 24.86, 1025, 2499944
55, 24.87,  944, 2499976
55, 24.89, 1028, 2499951
55, 24.96,  948, 2500001
55, 24.97, 1021, 2499888
55, 25.01, 1026, 2499882
55, 24.99, 1029, 2500070
55, 25.04, 1026, 2500057
55, 25.06, 1032, 2500006
55, 25.04, 1048, 2500125
55, 24.99,  944, 2499856
55, 24.95,  944, 2499980
55, 24.97,  937, 2499954
55, 25.01, 1020, 2499942
55, 24.96, 1017, 2499961
55, 24.99, 1038, 2500030
55, 24.99, 1022, 2499993
55, 25.07, 1033, 2499849
55, 25.09, 1007, 2499886
55, 25.10, 1013, 2499818
55, 25.12,  933, 2499936
55, 25.06, 1027, 2499930
55, 25.11, 1024, 2500086
55, 25.04,  920, 2499779
55, 24.96,  931, 2499779
55, 25.03, 1044, 2500078
55, 24.98,  922, 2499828
55, 25.01, 1051, 2499953
55, 25.01, 1026, 2500071
55, 25.02, 1030, 2500121
55, 25.04,  934, 2499902
55, 25.06, 1017, 2499902
55, 25.06,  912, 2499757
55, 25.16, 1037, 2500056
55, 25.15, 1039, 2499956
55, 25.14, 1026, 2499961
55, 25.18, 1036, 2500092
55, 25.09, 1015, 2499816
55, 25.05, 1025, 2499991
55, 25.05, 1012, 2500072
55, 25.99, 1336, 2508210
55, 26.09, 1243, 2508845
55, 25.05,  925, 2499989
55, 25.06, 1024, 2499895
55, 25.08, 1010, 2499808
55, 25.09, 1026, 2499851
55, 25.12, 1022, 2499988
55, 25.10, 1031, 2500050
55, 25.14, 1031, 2500081
55, 25.10, 1011, 2499856
55, 25.04,  942, 2499993
55, 25.05, 1028, 2500030
55, 25.04, 1037, 2500098
55, 25.03, 1040, 2500248
55, 25.00, 1038, 2500167
55, 25.03, 1039, 2500023
55, 25.04,  942, 2500135
55, 25.06, 1023, 2499990
55, 25.12, 1029, 2500014
55, 25.12, 1038, 2500021
55, 25.13,  923, 2499890
55, 25.13, 1022, 2500002
55, 25.16,  926, 2499871
55, 25.14, 1036, 2500058
55, 25.10, 1024, 2499889
55, 25.10, 1023, 2499964
55, 25.14, 1040, 2500090
55, 25.13,  929, 2499965
55, 25.14, 1038, 2500128
55, 25.14, 1036, 2499960
55, 25.16,  937, 2499960
55, 25.16, 1014, 2499979
55, 25.14, 1011, 2499892
55, 25.14,  927, 2499891
55, 25.12, 1023, 2499991
55, 25.16, 1027, 2500022
55, 25.21, 1036, 2500022
55, 25.17, 1030, 2499953
55, 25.13, 1053, 2500134
55, 25.10, 1046, 2500215
55, 25.13, 1032, 2499965
55, 25.13, 1051, 2500146
55, 25.09,  940, 2499977
55, 25.21, 1021, 2499895
55, 25.20, 1022, 2499995
55, 25.17, 1028, 2500082
55, 25.15, 1018, 2499906
55, 25.17,  935, 2499900
55, 25.15, 1035, 2499881
55, 25.21,  921, 2499918
55, 25.22,  929, 2499856
55, 25.28,  931, 2499975
55, 25.28, 1017, 2499793
55, 25.30, 1024, 2500099
55, 25.31,  926, 2499781
55, 25.35, 1013, 2499906
55, 25.43, 1030, 2499874
55, 25.45,  942, 2500023
55, 25.47,  931, 2499860
55, 25.51, 1029, 2499972
55, 25.54, 1024, 2499990
55, 25.58, 1028, 2499915
55, 25.63, 1024, 2500084
55, 25.63,  926, 2499816
55, 25.68,  929, 2499965
55, 25.73,  929, 2499990
55, 25.73, 1024, 2500033
55, 25.75,  939, 2500080
55, 25.82, 1043, 2500136
55, 25.90, 1044, 2500174
55, 25.98, 1022, 2500168
55, 26.01, 1025, 2500136
55, 26.07,  929, 2500142
55, 26.03, 1023, 2500048
55, 26.03, 1029, 2500224
55, 26.02, 1038, 2500225
55, 25.98,  932, 2500137
55, 25.95,  933, 2500069
55, 25.95, 1027, 2500188
55, 25.96,  921, 2499995
55, 26.03, 1054, 2500245
55, 26.03, 1026, 2500026
55, 26.06,  939, 2500025
55, 26.12,  942, 2500031
55, 26.23, 1018, 2500099
55, 26.23,  925, 2499904
55, 26.30, 1027, 2500178
55, 26.29, 1009, 2500047
55, 26.37,  932, 2499972
55, 26.37,  919, 2499902
55, 26.31,  935, 2500121
55, 26.31, 1034, 2500171
55, 26.29,  925, 2499946
55, 26.42, 1040, 2500333
55, 26.47, 1004, 2499908
55, 26.59, 1023, 2500152
55, 26.66, -289, 2500092
55, 26.89, -1183, 2500900
55, 26.93, 1048, 2500436
55, 26.91, 1057, 2500393
55, 26.88,  962, 2500396
55, 26.90, 1055, 2500364
55, 26.83, 1053, 2500319
55, 26.83, 1056, 2500294
55, 26.85, 1050, 2500282
55, 26.84, 1064, 2500389
55, 26.80,  950, 2500388
55, 26.83, 1068, 2500569
55, 26.85,  979, 2500799
55, 26.83, 1061, 2500949
55, 26.77, 1066, 2500424
55, 26.75, 1061, 2500449
55, 26.74, 1053, 2500443
55, 26.70, 1043, 2500168
55, 26.70,  958, 2500187
55, 26.69, 1057, 2500250
55, 26.71, 1040, 2500259
55, 25.45,  668, 2489570
55, 26.67, 1054, 2500388
55, 26.64, 1028, 2500206
55, 26.65,  955, 2500112
55, 26.62, 1056, 2500237
55, 26.66, 1058, 2500406
55, 26.63, 1040, 2500169
55, 26.60, 1039, 2500274
55, 26.57, 1048, 2500142
55, 26.59, 1065, 2500348
55, 26.50, 1045, 2500166
55, 26.50, 1051, 2500309
55, 26.48,  974, 2500358
55, 26.51,  936, 2500167
55, 26.50,  949, 2500442
55, 26.46,  936, 2500160
55, 26.38,  988, 2500108
55, 26.41,  947, 2500151
55, 26.36,  949, 2500188
55, 26.34, 1001, 2500346
55, 26.32,  941, 2500187
55, 26.34,  933, 2500265
55, 26.37,  971, 2500205
55, 26.38,  926, 2500115
55, 26.36,  940, 2500131
55, 26.26,  958, 2500120
55, 26.32,  977, 2500282
